Symbol,Long/Short,Entry Price,Exit Price,Entry Date,Exit Date,Profit/Loss $,Profit/Loss %,Year
TSM,Short,$380.55 ,$349.43 ,2/24/2026,3/3/2026,"$6,224.00 ",8.18%,2022
SLV,Short,$83.85 ,$74.50 ,2/27/2026,3/3/2026,"$3,740.00 ",11.15%,2022
SQQQ,Long,$67.57 ,$75.60 ,2/25/2026,3/3/2026,"$3,212.00 ",11.88%,2022
STX,Short,$364.16 ,$359.34 ,1/20/2026,3/3/2026,"$1,204.50 ",1.32%,2022
DUOL,Long,$96.79 ,$101.13 ,2/4/2026,2/27/2026,"$2,695.00 ",2.32%,2022
SOXL,Short,$69.55 ,$65.83 ,2/18/2026,2/26/2026,"$5,952.00 ",5.35%,2022
MSFT,Long,$392.19 ,$405.55 ,2/17/2026,2/26/2026,"$5,352.00 ",2.27%,2022
ASAN,Long,$6.81 ,$7.32 ,2/23/2026,2/26/2026,"$1,530.00 ",7.49%,2022
RGTI,Long,$15.98 ,$17.73 ,2/2/2026,2/25/2026,"$3,399.00 ",7.09%,2022
IBIT,Long,$36.83 ,$38.97 ,2/19/2026,2/25/2026,"$2,412.00 ",4.37%,2022
WDAY,Long,$122.67 ,$130.23 ,2/23/2026,2/25/2026,"$2,388.00 ",3.24%,2022
INTU,Long,$355.73 ,$384.23 ,2/23/2026,2/24/2026,"$4,275.00 ",8.01%,2022
RBLX,Long,$59.77 ,$64.37 ,2/23/2026,2/24/2026,"$3,220.00 ",7.70%,2022
PYPL,Long,$45.46 ,$44.75 ,1/21/2026,2/23/2026,"($1,420.00)",-1.56%,2022
FIG,Long,$22.86 ,$24.61 ,1/15/2026,2/18/2026,"$3,924.00 ",2.68%,2022
SOXL,Short,$68.90 ,$60.40 ,2/11/2026,2/17/2026,"$6,800.00 ",12.34%,2022
SDOW,Long,$27.80 ,$29.83 ,2/10/2026,2/17/2026,"$4,060.00 ",7.30%,2022
RDDT,Long,$127.87 ,$141.75 ,2/12/2026,2/13/2026,"$3,470.00 ",10.85%,2022
DAL,Short,$75.10 ,$67.95 ,2/9/2026,2/12/2026,"$3,575.00 ",9.52%,2022
CPNG,Long,$16.82 ,$18.29 ,2/5/2026,2/9/2026,"$2,205.00 ",8.74%,2022
MSTR,Long,$112.78 ,$121.07 ,2/4/2026,2/6/2026,"$4,680.00 ",4.15%,2022
IBIT,Long,$36.77 ,$38.72 ,2/5/2026,2/6/2026,"$3,785.00 ",3.43%,2022
RBLX,Long,$60.67 ,$66.07 ,2/6/2026,2/6/2026,"$2,160.00 ",8.90%,2022
RBLX,Long,$67.75 ,$75.25 ,1/22/2026,2/5/2026,"$6,528.00 ",6.42%,2022
AMAT,Short,$317.70 ,$303.93 ,1/5/2026,2/4/2026,"$2,754.60 ",4.34%,2022
BE,Short,$171.55 ,$162.35 ,2/3/2026,2/3/2026,"$2,760.00 ",5.36%,2022
SLV,Long,$75.99 ,$78.55 ,1/30/2026,2/3/2026,"$2,560.00 ",3.37%,2022
KOLD,Long,$17.04 ,$18.22 ,1/23/2026,2/2/2026,"$4,056.00 ",4.96%,2022
GLL,Long,$16.51 ,$18.75 ,1/29/2026,1/30/2026,"$11,200.00 ",13.57%,2022
NEM,Short,$127.06 ,$117.47 ,1/23/2026,1/30/2026,"$4,792.50 ",7.54%,2022
SOXL,Short,$70.03 ,$64.26 ,1/29/2026,1/30/2026,"$2,885.00 ",8.24%,2022
ASTS,Short,$129.07 ,$115.85 ,1/30/2026,1/30/2026,"$1,983.00 ",10.24%,2022
GLL,Long,$16.29 ,$17.15 ,1/28/2026,1/29/2026,"$7,060.00 ",4.33%,2022
SOXL,Short,$70.15 ,$65.77 ,1/28/2026,1/29/2026,"$2,190.00 ",6.24%,2022
BE,Short,$165.33 ,$156.15 ,1/28/2026,1/29/2026,"$1,147.50 ",5.55%,2022
CVNA,Short,$469.85 ,$416.93 ,1/7/2026,1/28/2026,"$3,473.50 ",9.86%,2022
ASML,Short,"$1,494.53 ","$1,418.97 ",1/27/2026,1/28/2026,"$2,338.50 ",3.48%,2022
KOLD,Long,$21.00 ,$23.20 ,1/22/2026,1/22/2026,"$2,200.00 ",10.48%,2022
ASTS,Short,$120.50 ,$107.25 ,1/16/2026,1/21/2026,"$1,325.00 ",10.99%,2022
UAL,Short,$117.90 ,$107.78 ,1/7/2026,1/20/2026,"$1,032.24 ",8.58%,2022
RBLX,Long,$77.45 ,$86.07 ,1/2/2026,1/14/2026,"$2,241.20 ",11.13%,2022
SOXS,Long,6/2/2025,$67.20 ,$49.70 ,3/30/2026,-26.04%,2022,
SDS,Long,5/1/2025,$88.20 ,$78.10 ,3/27/2026,-11.45%,2022,
QID,Long,4/29/2025,$29.05 ,$23.90 ,3/27/2026,-17.72%,2022,
ORCL,Long,11/7/2025,$163.97 ,$170.33 ,3/11/2026,3.88%,2022,
VXX,Long,5/12/2025,$43.86 ,$35.70 ,3/6/2026,-18.60%,2022,
JPM,Short,5/15/2025,$293.89 ,$284.15 ,3/6/2026,3.31%,2022,
GS,Short,9/17/2025,$872.03 ,$838.50 ,3/2/2026,3.85%,2022,
GM,Short,12/10/2025,$83.33 ,$78.53 ,2/23/2026,5.76%,2022,
GOOGL,Short,9/11/2025,$303.00 ,$298.00 ,2/17/2026,1.65%,2022,
AXP,Short,8/29/2025,$342.45 ,$336.35 ,2/13/2025,1.78%,2022,
SQQQ,Long,11/28/2025,$69.00 ,$78.05 ,2/5/2026,13.12%,2022,
AVGO,Short,6/2/2025,$309.55 ,$296.55 ,2/4/2026,4.20%,2022,
HOOD,Short,5/13/2025,$88.68 ,$89.88 ,2/2/2026,-1.35%,2022,
ZSL,Long,12/23/2025,$2.66 ,$2.30 ,1/30/2026,-13.53%,2022,
PLTR,Short,12/5/2025,$180.50 ,$151.85 ,1/29/2026,15.87%,2022,
PFE,Long,10/9/2025,$24.14 ,$26.63 ,1/27/2026,10.31%,2022,
MSTR,Long,11/19/2025,$167.69 ,$182.05 ,1/14/2026,8.56%,2022,
FMC,Long,11/4/2025,$13.75 ,$15.50 ,1/12/2026,12.73%,2022,
NFLX,Short,11/20/2023,$82.00 ,$88.40 ,1/9/2026,-7.34%,2022,
CVNA,Short,12/5/2025,$455.00 ,$406.00 ,1/2/2026,10.77%,2022,
ZSL*,Long,12/23/2025,$4.85 ,$5.30 ,12/31/2025,9.28%,2022,
ZSL*,Long,12/23/2025,$5.17 ,$5.42 ,12/29/2025,4.84%,2022,
CAVA,Long,10/23/2025,$55.98 ,$58.05 ,12/22/2025,3.70%,2022,
AAPL,Short,12/2/2025,$283.75 ,$268.25 ,12/18/2025,5.46%,2022,
CMG,Long,9/9/2025,$35.63 ,$37.25 ,12/17/2025,4.55%,2022,
ORCL*,Long,11/7/2025,$211.40 ,$224.60 ,12/10/2025,6.24%,2022,
RGTI,Long,11/13/2025,$23.92 ,$27.70 ,12/4/2025,15.80%,2022,
CRCL,Long,11/17/2025,$72.00 ,$80.03 ,11/28/2025,11.15%,2022,
OKLO,Long,11/25/2025,$82.45 ,$92.45 ,11/28/2025,12.13%,2022,
OKLO,Long,11/21/2025,$82.85 ,$92.25 ,11/24/2025,11.35%,2022,
CRWD,Short,11/12/2025,$547.00 ,$488.00 ,11/21/2025,10.79%,2022,
SQQQ,Long,9/18/2025,$69.15 ,$83.00 ,11/21/2025,20.03%,2022,
MU,Short,10/1/2025,$221.47 ,$208.47 ,11/20/2025,5.87%,2022,
PLTR,Short,8/26/2025,$176.54 ,$158.00 ,11/20/2025,10.05%,2022,
MSFT,Short,5/8/2025,$511.85 ,$478.65 ,11/20/2025,6.49%,2022,
SNDK,Short,9/22/2025,$180.48 ,$193.00 ,11/20/2025,-6.93%,2022,
COST,Short,1/12/2024,$877.73 ,$874.50 ,11/19/2025,0.37%,2022,
CLS,Short,10/28/2025,$335.05 ,$297.05 ,11/13/2025,11.34%,2022,
SQQQ*,Long,9/18/2025,$13.83 ,$14.83 ,11/6/2025,7.23%,2022,
CVNA,Short,4/28/2025,$331.33 ,$283.00 ,11/7/2025,14.59%,2022,
META,Short,5/2/2025,$716.45 ,$672.65 ,10/30/2025,6.11%,2022,
ORCL,Short,6/13/2025,$294.38 ,$263.00 ,10/30/2025,10.66%,2022,
DUST,Long,9/3/2025,$13.41 ,$12.61 ,10/27/2025,-5.97%,2022,
RCL,Short,6/6/2025,$332.17 ,$298.50 ,10/17/2025,10.14%,2022,
OKLO,Short,10/14/2025,$182.98 ,$165.50 ,10/15/2025,9.55%,2022,
ANET,Short,9/11/2025,$155.59 ,$137.25 ,10/14/2025,11.77%,2022,
SQQQ,Long,9/18/2025,$15.34 ,$16.50 ,10/10/2025,7.56%,2022,
CVNA,Short,4/28/2025,$331.33 ,$321.33 ,10/10/2025,3.00%,2022,
STX*,Short,9/18/2025,$235.41 ,$215.00 ,10/10/2025,6.90%,2022,
STX*,Short,9/18/2025,$235.41 ,$223.25 ,10/7/2025,5.12%,2022,
APP,Short,9/11/2025,$624.50 ,$565.00 ,10/6/2025,7.13%,2022,
PFE,Long,9/28/2023,$27.69 ,$27.63 ,10/3/2025,15.70%,2022,
OKLO*,Short,9/19/2025,$132.00 ,$117.50 ,9/25/2025,10.99%,2022,
OKLO*,Short,9/19/2025,$132.00 ,$127.50 ,9/24/2025,3.41%,2022,
MSFT,Short,5/8/2025,$511.85 ,$506.00 ,9/17/2025,1.14%,2022,
RCL*,Short,6/6/2025,$332.17 ,$325.50 ,9/16/2025,2.01%,2022,
BIIB,Long,3/19/2025,$130.59 ,$145.69 ,9/11/2025,11.56%,2022,
BIDU,Long,7/16/2025,$87.45 ,$97.45 ,9/3/2025,11.44%,2022,
ADP,Short,5/19/2025,$322.75 ,$296.25 ,9/3/2025,8.21%,2022,
IBIT,Short,7/10/2025,$67.60 ,$62.27 ,8/26/2025,9.08%,2022,
PLTR,Short,5/8/2025,$158.98 ,$146.30*,8/20/2025,7.98%,2022,
MP,Short,7/16/2025,$73.50 ,$67.20 ,8/19/2025,8.57%,2022,
CNC,Long,8/5/2025,$26.07 ,$28.25 ,8/15/2025,8.36%,2022,
SRPT,Long,8/6/2025,$16.08 ,$20.20 ,8/13/2025,25.62%,2022,
CRWD,Short,5/28/2025,$468.70 ,$428.70 ,8/7/2025,8.53%,2022,
AMD,Short,7/29/2025,$180.35 ,$160.65 ,8/6/2025,10.92%,2022,
RBLX,Short,7/16/2025,$140.08 ,$127.50 ,8/1/2025,8.98%,2022,
COIN,Short,6/25/2025,$407.67 ,$347.25 ,7/31/2025,14.82%,2022,
SPOT,Short,5/27/2025,$693.95 ,$625.00 ,7/29/2025,9.94%,2022,
SRPT,Long,6/12/2025,$16.22 ,$22.50 ,7/28/2025,38.72%,2022,
COIN*,Short,6/25/2025,$407.67 ,$375.95 ,7/28/2025,7.78%,2022,
WRD,Long,7/8/2025,$8.30 ,$10.01 ,7/23/2025,20.60%,2022,
SRPT*,Long,6/12/2025,$23.26 ,$25.73 ,7/16/2025,10.62%,2022,
MU,Short,6/24/2025,$127.35 ,$115.97 ,7/16/2025,8.94%,2022,
BIDU,Long,5/22/2025,$84.60 ,$94.01 ,7/15/2025,11.12%,2022,
TNA,Long,7/1/2025,$33.41 ,$37.96 ,7/10/2025,13.62%,2022,
PGR,Short,4/15/2025,$279.50 ,$247.50 ,7/10/2025,11.45%,2022,
CRCL,Short,6/20/2025,$264.83 ,$202.50 ,6/25/2025,23.54%,2022,
CVNA,Short,4/28/2025,$311.39 ,$296.39 ,6/13/2025,4.82%,2022,
SRPT,Long,5/7/2025,$37.06 ,$42.72 ,6/6/2025,15.27%,2022,
ENPH,Long,5/22/2025,$37.75 ,$42.55 ,6/3/2025,12.72%,2022,
SOXS,Long,5/29/2025,$11.57 ,$13.57 ,5/30/2025,17.29%,2022,
SOXS,Long,5/13/2025,$11.44 ,$14.05 ,5/23/2025,22.81%,2022,
WRD*,Long,3/24/2025,$9.61 ,$11.00 ,5/21/2025,14.06%,2022,
BIDU,Long,3/31/2025,$85.90 ,$94.90 ,5/21/2025,10.48%,2022,
WRD*,Long,3/24/2025,$9.61 ,$9.77 ,5/12/2025,1.67%,2022,
DECK,Long,2/4/2025,$137.02 ,$133.02 ,5/12/2025,-2.92%,2022,
TTD,Long,2/20/2025,$59.91 ,$135.49 ,5/8/2025,6.25%,2022,
PLTR,Short,4/28/2025,$118.00 ,$106.30 ,5/7/2025,9.92%,2022,
GOOGL,Long,3/31/2025,$146.17 ,$164.67 ,5/2/2025,12.66%,2022,
CRM,Long,4/4/2025,$242.50 ,$274.30 ,5/2/2025,13.11%,2022,
AMZN,Long,3/10/2025,$175.70 ,$191.00 ,5/2/2025,8.71%,2022,
EWZ,Long,4/21/2025,$25.15 ,$27.40 ,4/29/2025,8.95%,2022,
NVO,Long,4/17/2025,$57.40 ,$65.20 ,4/29/2025,13.59%,2022,
AMD,Long,4/16/2025,$85.35 ,$96.65 ,4/25/2025,13.24%,2022,
VRT,Long,3/28/2025,$69.88 ,$84.35 ,4/23/2025,20.71%,2022,
QLD,Long,4/8/2025,$68.00 ,$78.70 ,4/9/2025,15.74%,2022,
SOXL,Long,4/3/2025,$9.88 ,$10.93 ,4/9/2025,10.63%,2022,
AVGO,Long,3/27/2025,$155.75 ,$177.00 ,4/9/2025,13.64%,2022,
TNA,Long,4/4/2025,$20.00 ,$23.25 ,4/9/2025,16.25%,2022,
GS,Long,4/7/2025,$440.00 ,$495.00 ,4/9/2025,12.50%,2022,
RDDT,Long,4/4/2025,$88.00 ,$101.10 ,4/9/2025,14.88%,2022,
UAL,Long,4/3/2025,$59.05 ,$66.25 ,4/9/2025,12.19%,2022,
AAPL,Long,4/7/2025,$175.00 ,$193.00 ,4/9/2025,10.29%,2022,
MU,Long,4/3/2025,$67.70 ,$75.25 ,4/9/2025,11.15%,2022,
WRD,Long,3/24/2025,$11.45 ,$11.45 ,4/9/2025,0.00%,2022,
JPM,Long,4/4/2025,$212.00 ,$233.33 ,4/9/2025,10.06%,2022,
AVGO,Long,3/27/2025,$155.75 ,$166.00 ,4/8/2025,6.58%,2022,
QLD,Long,4/8/2025,$68.00 ,$77.00 ,4/8/2025,13.24%,2022,
CEG,Long,4/4/2025,$170.67 ,$190.50 ,4/8/2025,11.62%,2022,
APP,Long,4/7/2025,$201.00 ,$250.00 ,4/7/2025,24.38%,2022,
HOOD,Long,4/7/2025,$30.85 ,$36.85 ,4/7/2025,19.45%,2022,
PLTR,Long,4/7/2025,$67.95 ,$78.05 ,4/7/2025,14.86%,2022,
GS,Short,5/10/2024,$481.38 ,$494.60 ,4/4/2025,-2.75%,2022,
MSFT,Short,4/3/2023,$343.39 ,$362.65 ,4/4/2025,-5.61%,2022,
TLT,Long,10/29/2024,$88.12 ,$94.12 ,4/4/2025,6.81%,2022,
AAPL,Short,1/27/2023,$162.92 ,$187.45 ,4/4/2025,-15.05%,2022,
GDDY,Short,11/29/2023,$163.43 ,$163.83 ,4/4/2025,-0.24%,2022,
CVNA,Short,3/24/2025,$210.50 ,$186.95 ,4/3/2025,11.19%,2022,
UAL,Long,4/1/2025,$64.85 ,$71.25 ,4/2/2025,9.87%,2022,
KBH,Short,11/3/2023,$57.73 ,$56.25 ,3/24/2025,2.56%,2022,
CAVA,Long,3/7/2025,$80.50 ,$88.25 ,3/24/2025,9.63%,2022,
TSLA,Long,3/10/2025,$229.32 ,$263.08 ,3/24/2025,14.72%,2022,
CVNA,Long,3/7/2025,$174.35 ,$193.35 ,3/20/2025,10.90%,2022,
CEG,Long,3/6/2025,$203.19 ,$220.46 ,3/20/2025,8.50%,2022,
JPM,Long,3/13/2025,$224.58 ,$242.02 ,3/19/2025,8.02%,2022,
WRD,Long,3/4/2025,$17.15 ,$19.55 ,3/17/2025,13.99%,2022,
WMT,Short,9/4/2024,$84.25 ,$83.95 ,3/13/2025,0.36%,2022,
APP,Long,3/10/2025,$245.00 ,$280.00 ,3/12/2025,14.29%,2022,
RDDT,Long,3/10/2025,$114.85 ,$132.50 ,3/12/2025,15.37%,2022,
BIIB,Long,11/14/2024,$142.53 ,$156.75 ,3/10/2025,9.98%,2022,
UAL,Short,9/26/2024,$65.69 ,$68.49 ,3/10/2025,-4.26%,2022,
MA,Short,1/30/2025,$572.00 ,$535.50 ,3/10/2025,6.38%,2022,
CELH,Long,2/28/2025,$25.73 ,$29.05 ,3/10/2025,12.90%,2022,
DG,Long,8/29/2024,$83.40 ,$84.00 ,3/10/2025,0.72%,2022,
WOLF,Long,2/26/2025,$5.36 ,$6.07 ,3/7/2025,13.25%,2022,
META,Short,9/19/2024,$653.00 ,$601.00 ,3/7/2025,7.86%,2022,
AXP,Short,8/16/2024,$291.00 ,$275.60 ,3/6/2025,5.29%,2022,
APP,Short,10/14/2024,$217.60 ,$262.60 ,3/6/2025,-20.60%,2022,
QID,Long,8/13/2024,$35.25 ,$36.34 ,3/6/2025,3.08%,2022,
SDS,Long,8/14/2024,$20.55 ,$21.11 ,3/6/2025,2.64%,2022,
SMCI,Long,3/3/2025,$35.00 ,$39.15 ,3/4/2025,11.86%,2022,
CAT,Short,8/30/2024,$371.45 ,$323.00 ,3/4/2025,13.04%,2022,
RCL,Short,9/17/2024,$224.35 ,$225.00 ,3/4/2025,-0.29%,2022,
PLTR,Short,10/9/2024,$70.80 ,$78.80 ,2/28/2025,-11.29%,2022,
NIO,Long,1/16/2025,$4.17 ,$5.03 ,2/27/2025,20.62%,2022,
OKLO,Long,2/25/2025,$30.94 ,$35.50 ,2/26/2025,14.74%,2022,
JPM,Short,2/6/2025,$274.00 ,$256.70 ,2/25/2025,6.31%,2022,
HOOD,Short,1/21/2025,$52.77 ,$48.77 ,2/24/2025,7.58%,2022,
RDDT,Short,1/30/2025,$216.50 ,$176.00 ,2/20/2025,18.71%,2022,
CVNA,Short,1/16/2025,$252.05 ,$234.95 ,2/20/2025,6.78%,2022,
CELH,Long,6/13/2024,$33.94 ,$33.50 ,2/20/2025,-1.30%,2022,
SMCI,Short,2/19/2025,$65.50 ,$55.85 ,2/19/2025,14.73%,2022,
WOLF,Long,1/21/2025,$5.46 ,$7.12 ,2/18/2025,30.04%,2022,
IQ,Long,1/17/2025,$1.92 ,$2.58 ,2/12/2025,32.81%,2022,
TSLA,Short,11/8/2024,$397.50 ,$360.50 ,2/7/2025,9.31%,2022,
BIDU,Long,10/21/2024,$83.25 ,$95.03 ,1/30/2025,14.15%,2022,
KWEB,Long,1/8/2025,$27.90 ,$32.56 ,1/30/2025,16.70%,2022,
BABA,Long,1/10/2025,$80.80 ,$96.65 ,1/28/2025,19.62%,2022,
ORCL,Short,8/20/2024,$158.50 ,$156.50 ,1/27/2025,1.26%,2022,
GEV,Short,4/2/2024,$296.50 ,$327.50 ,1/27/2025,-10.45%,2022,
ANET,Short,1/22/2025,$129.25 ,$108.50 ,1/27/2025,16.05%,2022,
CEG,Short,1/23/2025,$342.00 ,$304.00 ,1/27/2025,11.11%,2022,
SOXS,Long,1/22/2025,$16.85 ,$20.75 ,1/27/2025,23.15%,2022,
VXX,Long,1/24/2025,$41.73 ,$47.00 ,1/27/2025,12.63%,2022,
MDB,Long,12/19/2024,$246.50 ,$261.25 ,1/24/2025,5.98%,2022,
WOLF,Long,12/30/2024,$6.14 ,$7.16 ,1/16/2025,16.61%,2022,
IRBT,Long,1/14/2025,$8.10 ,$9.50 ,1/15/2025,17.28%,2022,
RGTI,Long,1/13/2025,$6.34 ,$7.74 ,1/14/2025,22.08%,2022,
WBA,Long,4/2/2024,$11.77 ,$11.97 ,1/10/2025,1.70%,2022,
PLTR,Short,10/9/2024,$65.80 ,$65.50 ,1/10/2025,0.84%,2022,
TMUS,Short,10/24/2024,$228.00 ,$210.25 ,1/10/2025,7.79%,2022,
RGTI,Long,1/8/2025,$9.60 ,$10.90 ,1/8/2025,13.54%,2022,
RGTI,Short,12/30/2024,$19.35 ,$14.65 ,1/8/2025,24.29%,2022,
MRNA,Long,1/3/2025,$41.83 ,$48.37 ,1/7/2025,15.64%,2022,
SFIX,Long,12/16/2024,$3.80 ,$4.52 ,1/2/2025,18.95%,2022,
CVNA,Short,9/16/2024,$209.25 ,$204.75 ,12/30/2024,2.15%,2022,
BITI,Long,12/16/2024,$20.98 ,$24.09 ,12/20/2024,14.82%,2022,
KRE,Short,11/6/2024,$66.65 ,$60.35 ,12/19/2024,9.45%,2022,
VXX,Long,12/4/2024,$41.68 ,$50.40 ,12/18/2024,20.92%,2022,
MVIS,Long,12/18/2024,$0.84 ,$1.06 ,12/18/2024,26.95%,2022,
IMMR,Long,12/12/2024,$8.80 ,$10.70 ,12/17/2024,21.60%,2022,
FCEL,Long,12/10/2024,$11.00 ,$13.30 ,12/11/2024,20.91%,2022,
CAVA,Short,8/23/2024,$149.00 ,$127.00 ,12/10/2024,14.77%,2022,
BITI,Long,11/12/2024,$24.12 ,$24.54 ,11/26/2024,1.74%,2022,
SEDG,Long,11/15/2024,$10.75 ,$12.07 ,11/22/2024,12.28%,2022,
WOLF,Long,11/19/2024,$6.35 ,$7.50 ,11/22/2024,18.11%,2022,
KOLD,Long,11/21/2024,$52.75 ,$58.55 ,11/22/2024,11.00%,2022,
MSTR,Short,11/21/2024,$541.00 ,$477.00 ,11/21/2024,11.83%,2022,
NU,Short,8/20/2024,$14.49 ,$13.35 ,11/19/2024,7.87%,2022,
LLY,Short,1/9/2024,$725.13 ,$720.00 ,11/18/2024,0.71%,2022,
ENPH,Long,11/12/2024,$59.80 ,$66.03 ,11/14/2024,10.42%,2022,
SSYS,Long,7/12/2024,$8.91 ,$10.31 ,11/13/2024,15.71%,2022,
GDX,Short,4/9/2024,$38.20 ,$36.50 ,11/11/2024,4.50%,2022,
TIGR,Long,10/25/2024,$6.15 ,$7.41 ,11/7/2024,20.49%,2022,
SEDG,Long,11/6/2024,$13.27 ,$15.07 ,11/7/2024,13.56%,2022,
WBD,Long,11/5/2024,$8.17 ,$9.30 ,11/7/2024,13.83%,2022,
FSLY,Long,11/5/2024,$7.30 ,$8.02 ,11/6/2024,9.86%,2022,
SEDG,Long,10/22/2024,$16.30 ,$18.80 ,11/4/2024,15.34%,2022,
VST,Short,10/16/2024,$135.75 ,$115.00 ,11/4/2024,15.29%,2022,
MSTR,Short,10/29/2024,$265.00 ,$225.00 ,10/30/2024,15.09%,2022,
JKS,Long,10/17/2024,$20.20 ,$23.60 ,10/25/2024,16.83%,2022,
SOXS,Long,9/25/2024,$19.02 ,$20.88 ,10/15/2024,9.78%,2022,
KWEB,Short,9/27/2024,$36.83 ,$32.63 ,10/15/2024,11.40%,2022,
WOLF (Half),Long,7/31/2024,$12.00 ,$15.30 ,10/15/2024,27.50%,2022,
WOLF (Half),Long,7/31/2024,$12.00 ,$12.00 ,10/11/2024,0%,2022,
VST,Short,10/3/2024,$133.50 ,$116.70 ,10/11/2024,12.58%,2022,
KOLD,Long,9/20/2024,$56.50 ,$67.60 ,10/10/2024,19.65%,2022,
KOLD,Long,9/20/2024,$56.50 ,$65.10 ,10/9/2024,15.22%,2022,
IQ,Long,7/30/2024,$2.64 ,$3.12 ,9/27/2024,18.41%,2022,
BIDU,Long,7/19/2024,$89.35 ,$101.45 ,9/26/2024,13.54%,2022,
BABA,Long,5/23/2024,$79.46 ,$95.00 ,9/24/2024,19.56%,2022,
SOXS,Long,9/19/2024,$20.99 ,$23.40 ,9/20/2024,11.48%,2022,
CVNA,Short,8/16/2024,$152.05 ,$126.45 ,9/10/2024,16.84%,2022,
JPM,Short,8/26/2024,$219.28 ,$201.70 ,9/10/2024,8.06%,2022,
VXX,Long,8/13/2024,$46.81 ,$52.50 ,9/4/2024,12.16%,2022,
SOXS,Long,8/14/2024,$23.07 ,$25.80 ,9/4/2024,11.84%,2022,
ANF,Short,8/16/2024,$167.00 ,$149.75 ,8/28/2024,10.32%,2022,
ZM,Long,5/6/2024,$59.17 ,$65.77 ,8/22/2024,11.15%,2022,
INTC,Long,8/2/2024,$20.01 ,$21.03 ,8/15/2024,5.10%,2022,
EWZ,Long,6/3/2024,$28.64 ,$30.36 ,8/15/2024,6.01%,2022,
F,Long,8/5/2024,$9.81 ,$10.50 ,8/15/2024,7.03%,2022,
QCOM,Long,8/1/2024,$156.82 ,$169.85 ,8/14/2024,8.31%,2022,
MU,Long,7/25/2024,$94.32 ,$100.85 ,8/14/2024,6.92%,2022,
NKE,Long,7/24/2024,$72.23 ,$78.85 ,8/13/2024,9.17%,2022,
BOIL,Long,7/26/2024,$9.00 ,$10.06 ,8/7/2024,11.78%,2022,
CRWD,Long,8/2/2024,$208.45 ,$240.45 ,8/7/2024,15.35%,2022,
ARM,Long,8/5/2024,$101.75 ,$117.50 ,8/6/2024,15.48%,2022,
AVGO,Long,8/5/2024,$130.77 ,$144.25 ,8/5/2024,10.31%,2022,
AMD,Long,8/5/2024,$121.70 ,$134.35 ,8/5/2024,10.39%,2022,
SMCI,Long,8/5/2024,$536.00 ,$592.25 ,8/5/2024,10.49%,2022,
SOXL,Long,8/5/2024,$23.85 ,$28.40 ,8/5/2024,19.08%,2022,
CAT,Short,3/15/2024,$346.39 ,$307.10 ,8/5/2024,11.34%,2022,
AXP,Short,3/21/2024,$242.75 ,$222.00 ,8/5/2024,8.55%,2022,
SQQQ,Long,11/8/2023,$15.55 ,$11.73 ,8/5/2024,-24.56%,2022,
RCL,Short,4/29/2024,$148.90 ,$132.00 ,8/5/2024,11.35%,2022,
KRE,Short,7/17/2024,$56.95 ,$51.65 ,8/5/2024,9.31%,2022,
CVNA,Short,7/29/2024,$135.00 ,$123.00 ,8/5/2024,8.89%,2022,
SDS,Long,11/6/2023,$34.41 ,$25.75 ,8/5/2024,-25.16%,2022,
SPXS,Long,11/20/2023,$10.96 ,$9.23 ,8/5/2024,-15.78%,2022,
SMCI,Short,1/19/2024,$516.32 ,$561.50 ,8/5/2024,-8.75%,2022,
VIXY,Long,11/1/2023,$16.89 ,$15.65 ,8/2/2024,-7.34%,2022,
VXX,Long,2/14/2024,$53.24 ,$58.77 ,8/2/2024,10.39%,2022,
QID,Long,6/11/2024,$41.49 ,$44.19 ,8/2/2024,6.51%,2022,
KLAC,Short,5/24/2024,$780.72 ,$700.00 ,8/2/2024,10.34%,2022,
ANF,Short,5/10/2024,$158.50 ,$141.00 ,8/1/2024,11.04%,2022,
TLT,Long,8/1/2024,$88.05 ,$95.65 ,8/1/2024,8.63%,2022,
AMD,Long,7/25/2024,$137.50 ,$151.50 ,7/31/2024,10.18%,2022,
BMY,Long,5/24/2024,$41.25 ,$48.35 ,7/26/2024,17.21%,2022,
HPE,Short,6/13/2024,$21.80 ,$19.54 ,7/25/2024,10.37%,2022,
SOXS,Long,6/5/2024,$22.10 ,$25.32 ,7/24/2024,14.57%,2022,
TSLA,Short,7/2/2024,$247.80 ,$221.80 ,7/24/2024,10%,2022,
SCO,Long,6/10/2024,$15.96 ,$17.16 ,7/23/2024,7.52%,2022,
BOIL,Long,7/15/2024,$10.65 ,$11.82 ,7/22/2024,10.99%,2022,
CRWD,Short,12/15/2023,$337.95 ,$275.00 ,7/19/2024,18.63%,2022,
DPZ,Short,4/29/2024,$535.50 ,$416.20 ,7/18/2024,22.28%,2022,
META,Short,5/8/2024,$505.25 ,$468.75 ,7/17/2024,7.23%,2022,
U,Long,6/18/2024,$16.30 ,$18.30 ,7/17/2024,12.27%,2022,
WOLF,Long,6/25/2024,$21.84 ,$25.24 ,7/11/2024,15.57%,2022,
BIDU,Long,6/17/2024,$91.22 ,$100.52 ,7/10/2024,10.20%,2022,
INTC,Long,4/25/2024,$31.95 ,$35.20 ,7/9/2024,10.17%,2022,
CMG,Short,6/26/2024,$65.97 ,$59.30 ,7/8/2024,10.11%,2022,
KOLD,Long,6/10/2024,$35.40 ,$40.50 ,6/10/2024,14.12%,2022,
